messier_id,ngc_id,v_mag,type,comments,ra,dec,ref,is_up
,NGC 1677,15.0,Gx,GALAXY,4.847,-4.867,,
,NGC 1678,14.0,Gx,GALAXY,4.862,-2.633,,
,NGC 1679,,Gx,GALAXY,4.833,-31.983,,
,NGC 168,14.0,Gx,GALAXY,0.612,-22.6,,
,NGC 1680,,Gx,GALAXY,4.81,-47.817,,
,NGC 1681,13.0,Gx,GALAXY,4.862,-5.817,,
,NGC 1682,14.0,Gx,GALAXY,4.872,-3.1,,
,NGC 1683,,Gx,GALAXY,4.872,-3.017,,
,NGC 1684,13.0,Gx,GALAXY,4.875,-3.1,,
,NGC 1685,14.0,Gx,GALAXY,4.877,-2.95,,
,NGC 1686,14.0,Gx,GALAXY,4.88,-15.367,,
,NGC 1687,,Gx,GALAXY,4.855,-33.933,,
,NGC 1688,12.0,Gx,GALAXY,4.807,-59.8,,
,NGC 1689,,-,UNIDENTIFIED,4.893,-6.333,,
,NGC 169,13.0,Gx,GALAXY,0.615,23.983,,
,NGC 1690,14.0,Gx,GALAXY,4.905,1.633,,
,NGC 1691,13.0,Gx,GALAXY,4.91,3.25,,
,NGC 1692,,Gx,GALAXY,4.923,-20.567,,
,NGC 1693,,OC,OPEN STAR CLUSTER,4.792,-69.35,,
,NGC 1694,15.0,Gx,GALAXY,4.92,-4.65,,
,NGC 1695,,OC,OPEN STAR CLUSTER,4.793,-69.4,,
,NGC 1696,,OC,OPEN STAR CLUSTER,4.8,-68.267,,
,NGC 1697,,OC,OPEN STAR CLUSTER,4.81,-68.533,,
,NGC 1698,,Nb,REFLECTION NEBULA,4.823,-69.167,,
,NGC 1699,15.0,Gx,GALAXY,4.95,-4.75,,
,NGC 17,,U,UNIDENTIFIED,0.183,-12.1,,
,NGC 170,15.0,Gx,GALAXY,0.612,1.85,,
,NGC 1700,11.0,Gx,GALAXY,4.948,-4.867,,
,NGC 1701,14.0,Gx,GALAXY,4.93,-29.883,,
,NGC 1702,,OC,OPEN STAR CLUSTER,4.822,-69.85,,
,NGC 1703,,Gx,GALAXY,4.88,-59.75,,
,NGC 1704,,OC,OPEN STAR CLUSTER,4.828,-69.75,,
,NGC 1705,12.3,Gx,GALAXY,4.903,-53.367,,
,NGC 1706,,Gx,GALAXY,4.875,-62.983,,
,NGC 1707,,-,UNIDENTIFIED,4.982,8.233,,
,NGC 1708,,-,UNIDENTIFIED,5.043,52.883,,
,NGC 1709,15.0,Gx,GALAXY,4.98,-0.483,,
,NGC 171,,U,UNIDENTIFIED,0.623,-19.933,,
,NGC 1710,14.0,Gx,GALAXY,4.955,-15.3,,
,NGC 1711,10.0,OC,OPEN STAR CLUSTER,4.842,-70.0,,
,NGC 1712,,C+N,OPEN STAR CLUSTER,4.855,-69.467,,
,NGC 1713,14.0,Gx,GALAXY,4.982,-0.5,,
,NGC 1714,,Nb,REFLECTION NEBULA,4.868,-66.933,,
,NGC 1715,,Nb,REFLECTION NEBULA,4.868,-66.917,,
,NGC 1716,14.0,Gx,GALAXY,4.973,-20.4,,
,NGC 1717,,SS,STAR,4.987,-0.25,,
,NGC 1718,,OC,OPEN STAR CLUSTER,4.87,-67.067,,
,NGC 1719,14.0,Gx,GALAXY,4.993,-0.267,,
,NGC 172,,Gx,GALAXY,0.622,-22.6,,
,NGC 1720,13.0,Gx,GALAXY,4.988,-7.867,,
,NGC 1721,13.0,Gx,GALAXY,4.987,-11.133,,
,NGC 1722,,C+N,OPEN STAR CLUSTER,4.87,-69.4,,
,NGC 1723,12.0,Gx,GALAXY,4.99,-10.983,,
,NGC 1724,10.0,OC,OPEN STAR CLUSTER,5.058,49.5,,
,NGC 1725,13.0,Gx,GALAXY,4.988,-11.133,,
,NGC 1726,12.1,Gx,GALAXY,4.995,-7.75,,
,NGC 1727,,C+N,OPEN STAR CLUSTER,4.87,-69.35,,
,NGC 1728,13.0,Gx,GALAXY,4.99,-11.133,,
,NGC 1729,13.0,Gx,GALAXY,5.002,-3.35,,
,NGC 173,15.0,Gx,GALAXY,0.62,1.933,,
,NGC 1730,13.0,Gx,GALAXY,4.993,-15.833,,
,NGC 1731,,C+N,OPEN STAR CLUSTER,4.89,-66.933,,
,NGC 1732,,OC,OPEN STAR CLUSTER,4.882,-68.667,,
,NGC 1733,,OC,OPEN STAR CLUSTER,4.898,-66.683,,
,NGC 1734,,OC,OPEN STAR CLUSTER,4.888,-68.783,,
,NGC 1735,,C+N,OPEN STAR CLUSTER,4.898,-67.117,,
,NGC 1736,,Nb,REFLECTION NEBULA,4.885,-68.067,,
,NGC 1737,,C+N,OPEN STAR CLUSTER,4.905,-69.2,,
,NGC 1738,13.0,Gx,GALAXY,5.028,-18.183,,
,NGC 1739,14.0,Gx,GALAXY,5.028,-18.2,,
,NGC 174,14.0,Gx,GALAXY,0.615,-29.483,,
,NGC 1740,15.0,Gx,GALAXY,5.032,-3.3,,
,NGC 1741,13.4,Gx,GALAXY,5.027,-4.267,,
,NGC 1742,,SS,STAR,5.028,-3.3,,
,NGC 1743,,C+N,OPEN STAR CLUSTER,4.9,-69.2,,
,NGC 1744,11.2,Gx,GALAXY,5.0,-26.017,,
,NGC 1745,,C+N,OPEN STAR CLUSTER,4.905,-69.2,,
,NGC 1746,6.0,OC,OPEN STAR CLUSTER,5.06,23.817,,
,NGC 1747,,C+N,OPEN STAR CLUSTER,4.915,-67.183,,
,NGC 1748,,C+N,OPEN STAR CLUSTER,4.907,-69.2,,
,NGC 1749,,OC,OPEN STAR CLUSTER,4.91,-68.2,,
,NGC 175,12.1,Gx,GALAXY,0.623,-19.933,,
,NGC 1750,,OC,OPEN STAR CLUSTER,5.065,23.65,,
,NGC 1751,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,4.903,-69.817,,
,NGC 1752,13.0,Gx,GALAXY,5.035,-8.233,,
,NGC 1753,15.0,Gx,GALAXY,5.04,-3.35,,
,NGC 1754,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,4.907,-70.45,,
,NGC 1755,9.9,OC,OPEN STAR CLUSTER,4.917,-68.183,,
,NGC 1756,,OC,OPEN STAR CLUSTER,4.91,-69.25,,
,NGC 1757,,-,UNIDENTIFIED,5.043,-4.733,,
,NGC 1758,,OC,OPEN STAR CLUSTER,5.073,23.767,,
,NGC 1759,,Gx,GALAXY,5.013,-38.717,,
,NGC 176,12.0,OC,OPEN STAR CLUSTER,0.597,-73.183,,
,NGC 1760,,C+N,OPEN STAR CLUSTER,4.942,-66.533,,
,NGC 1761,,C+N,OPEN STAR CLUSTER,4.94,-66.5,,
,NGC 1762,13.0,Gx,GALAXY,5.06,1.567,,
,NGC 1763,,Nb,REFLECTION NEBULA,4.947,-66.4,,
,NGC 1764,,OC,OPEN STAR CLUSTER,4.937,-67.683,,
,NGC 1765,,Gx,GALAXY,4.973,-62.033,,
,NGC 1766,,OC,OPEN STAR CLUSTER,4.93,-70.233,,
,NGC 1767,,C+N,OPEN STAR CLUSTER,4.938,-69.4,,
,NGC 1768,,OC,OPEN STAR CLUSTER,4.945,-68.25,,
,NGC 1769,,C+N,OPEN STAR CLUSTER,4.962,-66.467,,
,NGC 177,13.0,Gx,GALAXY,0.625,-22.567,,
,NGC 1770,9.0,C+N,OPEN STAR CLUSTER,4.95,-68.417,,
,NGC 1771,,Gx,GALAXY,4.982,-63.3,,
,NGC 1772,,C+N,OPEN STAR CLUSTER,4.945,-69.567,,
,NGC 1773,,C+N,OPEN STAR CLUSTER,4.972,-66.35,,
,NGC 1774,10.0,OC,OPEN STAR CLUSTER,4.963,-67.25,,
,NGC 1775,,OC,OPEN STAR CLUSTER,4.947,-70.433,,
,NGC 1776,,OC,OPEN STAR CLUSTER,4.973,-66.433,,
,NGC 1777,,OC,OPEN STAR CLUSTER,4.93,-74.283,,
,NGC 1778,7.7,OC,OPEN STAR CLUSTER,5.135,37.05,,
,NGC 1779,13.0,Gx,GALAXY,5.088,-9.15,,
,NGC 178,12.6,Gx,GALAXY,0.652,-14.167,,
,NGC 1780,15.0,Gx,GALAXY,5.107,-19.483,,
,NGC 1781,,U,UNIDENTIFIED,5.132,-18.167,,
,NGC 1782,,C+N,OPEN STAR CLUSTER,4.96,-69.383,,
,NGC 1783,11.0,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,4.982,-66.0,,
,NGC 1784,11.8,Gx,GALAXY,5.09,-11.867,,
,NGC 1785,,-,UNIDENTIFIED,4.977,-68.867,,
,NGC 1786,10.1,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,4.985,-67.75,,
,NGC 1787,,OC,OPEN STAR CLUSTER,4.985,-65.733,,
,NGC 1788,,Nb,REFLECTION NEBULA,5.115,-3.35,,
,NGC 1789,,OC,OPEN STAR CLUSTER,4.963,-71.9,,
,NGC 179,14.0,Gx,GALAXY,0.63,-17.883,,
,NGC 1790,,-,UNIDENTIFIED,5.188,52.067,,
,NGC 1791,,Nb,REFLECTION NEBULA,4.983,-70.167,,
,NGC 1792,10.2,Gx,GALAXY,5.087,-37.983,,
,NGC 1793,,OC,OPEN STAR CLUSTER,4.99,-69.55,,
,NGC 1794,14.0,Gx,GALAXY,5.132,-18.167,,
,NGC 1795,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,4.992,-69.8,,
,NGC 1796,13.0,Gx,GALAXY,5.045,-61.133,,
,NGC 1797,15.0,Gx,GALAXY,5.128,-8.033,,
,NGC 1798,,-,UNIDENTIFIED,5.193,47.667,,
,NGC 1799,15.0,Gx,GALAXY,5.128,-7.967,,
,NGC 18,,DS,STAR,0.157,27.717,,
,NGC 180,14.0,Gx,GALAXY,0.633,8.633,,
,NGC 1800,12.6,Gx,GALAXY,5.107,-31.95,,
,NGC 1801,,OC,OPEN STAR CLUSTER,5.008,-69.633,,
,NGC 1802,,-,UNIDENTIFIED,5.17,24.1,,
,NGC 1803,,Gx,GALAXY,5.09,-49.567,,
,NGC 1804,,OC,OPEN STAR CLUSTER,5.015,-69.083,,
,NGC 1805,10.0,OC,OPEN STAR CLUSTER,5.037,-66.1,,
,NGC 1806,11.0,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.032,-67.983,,
,NGC 1807,7.0,OC,OPEN STAR CLUSTER,5.178,16.533,,
,NGC 1808,9.9,Gx,GALAXY,5.128,-37.517,,
,NGC 1809,,Gx,GALAXY,5.033,-69.567,,
,NGC 181,15.0,Gx,GALAXY,0.637,29.467,,
,NGC 1810,,OC,OPEN STAR CLUSTER,5.052,-66.367,,
,NGC 1811,15.0,Gx,GALAXY,5.145,-29.283,,
,NGC 1812,14.0,Gx,GALAXY,5.148,-29.267,,
,NGC 1813,,OC,OPEN STAR CLUSTER,5.043,-70.317,,
,NGC 1814,9.0,C+N,OPEN STAR CLUSTER,5.063,-67.283,,
,NGC 1815,,OC,OPEN STAR CLUSTER,5.038,-70.617,,
,NGC 1816,9.0,C+N,OPEN STAR CLUSTER,5.063,-67.283,,
,NGC 1817,7.7,OC,OPEN STAR CLUSTER,5.202,16.7,,
,NGC 1818,9.8,OC,OPEN STAR CLUSTER,5.07,-66.4,,
,NGC 1819,13.0,Gx,GALAXY,5.195,5.2,,
,NGC 182,12.6,Gx,GALAXY,0.637,2.733,,
,NGC 1820,9.0,OC,OPEN STAR CLUSTER,5.063,-67.283,,
,NGC 1821,14.0,Gx,GALAXY,5.195,-15.117,,
,NGC 1822,,OC,OPEN STAR CLUSTER,5.083,-66.2,,
,NGC 1823,,OC,OPEN STAR CLUSTER,5.058,-70.35,,
,NGC 1824,,Gx,GALAXY,5.115,-59.717,,
,NGC 1825,,OC,OPEN STAR CLUSTER,5.068,-68.917,,
,NGC 1826,,OC,OPEN STAR CLUSTER,5.09,-66.217,,
,NGC 1827,,Gx,GALAXY,5.168,-36.967,,
,NGC 1828,,OC,OPEN STAR CLUSTER,5.068,-69.383,,
,NGC 1829,8.0,C+N,OPEN STAR CLUSTER,5.078,-68.05,,
,NGC 183,14.0,Gx,GALAXY,0.638,29.5,,
,NGC 1830,,OC,OPEN STAR CLUSTER,5.075,-69.333,,
,NGC 1831,11.0,OC,OPEN STAR CLUSTER,5.102,-64.917,,
,NGC 1832,11.4,Gx,GALAXY,5.202,-15.683,,
,NGC 1833,,C+N,OPEN STAR CLUSTER,5.072,-70.717,,
,NGC 1834,,TS,STAR,5.088,-69.217,,
,NGC 1835,9.8,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.087,-69.4,,
,NGC 1836,,OC,OPEN STAR CLUSTER,5.088,-68.617,,
,NGC 1837,,C+N,OPEN STAR CLUSTER,5.078,-70.7,,
,NGC 1838,,OC,OPEN STAR CLUSTER,5.098,-68.45,,
,NGC 1839,,C+N,OPEN STAR CLUSTER,5.098,-68.617,,
,NGC 184,15.0,Gx,GALAXY,0.642,29.433,,
,NGC 1840,,OC,OPEN STAR CLUSTER,5.107,-71.817,,
,NGC 1841,12.0,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,4.75,-84.0,,
,NGC 1842,,OC,OPEN STAR CLUSTER,5.118,-67.267,,
,NGC 1843,,Gx,GALAXY,5.235,-10.633,,
,NGC 1844,,OC,OPEN STAR CLUSTER,5.12,-67.317,,
,NGC 1845,,OC,OPEN STAR CLUSTER,5.105,-70.467,,
,NGC 1846,11.0,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.127,-67.467,,
,NGC 1847,,OC,OPEN STAR CLUSTER,5.115,-68.983,,
,NGC 1848,,C+N,OPEN STAR CLUSTER,5.122,-71.183,,
,NGC 1849,,OC,OPEN STAR CLUSTER,5.153,-66.3,,
,NGC 185,9.2,Gx,GALAXY,0.65,48.333,,
,NGC 1850,9.3,OC,OPEN STAR CLUSTER,5.142,-68.767,,
,NGC 1851,7.3,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.235,-40.05,,
,NGC 1852,,C+N,OPEN STAR CLUSTER,5.15,-67.783,,
,NGC 1853,,Gx,GALAXY,5.205,-57.4,,
,NGC 1854,10.0,OC,OPEN STAR CLUSTER,5.152,-68.85,,
,NGC 1855,,-,UNIDENTIFIED,5.157,-68.85,,
,NGC 1856,10.0,OC,OPEN STAR CLUSTER,5.157,-69.133,,
,NGC 1857,7.0,OC,OPEN STAR CLUSTER,5.337,39.35,,
,NGC 1858,,C+N,OPEN STAR CLUSTER,5.162,-68.9,,
,NGC 1859,,OC,OPEN STAR CLUSTER,5.19,-65.217,,
,NGC 186,15.0,Gx,GALAXY,0.642,3.15,,
,NGC 1860,,OC,OPEN STAR CLUSTER,5.173,-68.767,,
,NGC 1861,,OC,OPEN STAR CLUSTER,5.168,-70.767,,
,NGC 1862,,OC,OPEN STAR CLUSTER,5.203,-66.133,,
,NGC 1863,,OC,OPEN STAR CLUSTER,5.19,-68.783,,
,NGC 1864,,OC,OPEN STAR CLUSTER,5.208,-67.633,,
,NGC 1865,,OC,OPEN STAR CLUSTER,5.203,-68.783,,
,NGC 1866,9.8,OC,OPEN STAR CLUSTER,5.225,-65.467,,
,NGC 1867,,OC,OPEN STAR CLUSTER,5.225,-66.283,,
,NGC 1868,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.242,-63.95,,
,NGC 1869,,C+N,OPEN STAR CLUSTER,5.23,-67.383,,
,NGC 187,13.0,Gx,GALAXY,0.66,-14.683,,
,NGC 1870,,OC,OPEN STAR CLUSTER,5.217,-69.133,,
,NGC 1871,,C+N,OPEN STAR CLUSTER,5.228,-67.467,,
,NGC 1872,,C+N,OPEN STAR CLUSTER,5.217,-69.333,,
,NGC 1873,,C+N,OPEN STAR CLUSTER,5.228,-67.333,,
,NGC 1874,,C+N,OPEN STAR CLUSTER,5.22,-69.383,,
,NGC 1875,15.0,Gx,GALAXY,5.363,6.683,,
,NGC 1876,,C+N,OPEN STAR CLUSTER,5.22,-69.383,,
,NGC 1877,,C+N,OPEN STAR CLUSTER,5.22,-69.383,,
,NGC 1878,,OC,OPEN STAR CLUSTER,5.21,-70.467,,
,NGC 1879,13.0,Gx,GALAXY,5.33,-32.15,,
,NGC 188,8.1,OC,OPEN STAR CLUSTER,0.733,85.333,,
,NGC 1880,,C+N,OPEN STAR CLUSTER,5.227,-69.383,,
,NGC 1881,,C+N,OPEN STAR CLUSTER,5.22,-69.35,,
,NGC 1882,,OC,OPEN STAR CLUSTER,5.253,-66.117,,
,NGC 1883,12.0,OC,OPEN STAR CLUSTER,5.432,46.55,,
,NGC 1884,,-,UNIDENTIFIED,5.265,-66.167,,
,NGC 1885,,OC,OPEN STAR CLUSTER,5.25,-68.967,,
,NGC 1886,,Gx,GALAXY,5.363,-23.817,,
,NGC 1887,,OC,OPEN STAR CLUSTER,5.263,-66.3,,
,NGC 1888,12.0,Gx,GALAXY,5.375,-11.5,,
,NGC 1889,14.0,Gx,GALAXY,5.375,-11.483,,
,NGC 189,8.8,OC,OPEN STAR CLUSTER,0.66,61.067,,
,NGC 1890,,OC,OPEN STAR CLUSTER,5.232,-72.067,,
,NGC 1891,,-,UNIDENTIFIED,5.355,-35.733,,
,NGC 1892,,Gx,GALAXY,5.285,-64.95,,
,NGC 1893,7.5,OC,OPEN STAR CLUSTER,5.378,33.4,,
,NGC 1894,,OC,OPEN STAR CLUSTER,5.262,-69.45,,
,NGC 1895,,Nb,REFLECTION NEBULA,5.282,-67.317,,
,NGC 1896,,-,UNIDENTIFIED,5.423,20.167,,
,NGC 1897,,OC,OPEN STAR CLUSTER,5.29,-67.433,,
,NGC 1898,11.0,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.278,-69.6,,
,NGC 1899,,Nb,REFLECTION NEBULA,5.297,-67.883,,
,NGC 19,,-,UNIDENTIFIED,0.157,32.833,,
,NGC 190,14.0,Gx,GALAXY,0.648,7.033,,
,NGC 1900,,OC,OPEN STAR CLUSTER,5.317,-63.033,,
,NGC 1901,,OC,OPEN STAR CLUSTER,5.297,-68.433,,
,NGC 1902,,OC,OPEN STAR CLUSTER,5.302,-66.617,,
,NGC 1903,12.0,OC,OPEN STAR CLUSTER,5.287,-69.3,,
,NGC 1904,8.0,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.408,-24.55,,
,NGC 1905,,OC,OPEN STAR CLUSTER,5.303,-67.25,,
,NGC 1906,,U,UNIDENTIFIED,5.413,-15.967,,
,NGC 1907,8.2,OC,OPEN STAR CLUSTER,5.467,35.317,,
,NGC 1908,,-,UNIDENTIFIED,5.433,-2.533,,
,NGC 1909,,-,UNIDENTIFIED,5.432,-8.133,,
,NGC 191,12.0,Gx,GALAXY,0.65,-9.0,,
,NGC 1910,,OC,OPEN STAR CLUSTER,5.302,-69.217,,
,NGC 1911,,-,UNIDENTIFIED,5.32,-66.767,,
,NGC 1912,6.4,OC,OPEN STAR CLUSTER,5.478,35.833,,
,NGC 1913,,OC,OPEN STAR CLUSTER,5.307,-69.55,,
,NGC 1914,,C+N,OPEN STAR CLUSTER,5.293,-71.233,,
,NGC 1915,,-,UNIDENTIFIED,5.327,-66.8,,
,NGC 1916,,OC,OPEN STAR CLUSTER,5.292,-69.367,,
,NGC 1917,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.317,-69.0,,
,NGC 1918,,C+N,OPEN STAR CLUSTER,5.318,-69.65,,
,NGC 1919,,C+N,OPEN STAR CLUSTER,5.333,-66.917,,
,NGC 192,14.0,Gx,GALAXY,0.655,0.85,,
,NGC 1920,,Nb,REFLECTION NEBULA,5.343,-66.8,,
,NGC 1921,,Nb,REFLECTION NEBULA,5.322,-69.8,,
,NGC 1922,,OC,OPEN STAR CLUSTER,5.328,-69.483,,
,NGC 1923,,C+N,OPEN STAR CLUSTER,5.35,-65.5,,
,NGC 1924,13.0,Gx,GALAXY,5.465,-5.317,,
,NGC 1925,,C+N,OPEN STAR CLUSTER,5.363,-65.8,,
,NGC 1926,,OC,OPEN STAR CLUSTER,5.342,-69.5,,
,NGC 1927,,-,UNIDENTIFIED,5.478,-8.383,,
,NGC 1928,,OC,OPEN STAR CLUSTER,5.347,-69.483,,
,NGC 1929,,C+N,OPEN STAR CLUSTER,5.36,-67.933,,
,NGC 193,12.3,Gx,GALAXY,0.655,3.333,,
,NGC 1930,,Gx,GALAXY,5.432,-46.733,,
,NGC 1931,11.3,C+N,OPEN STAR CLUSTER,5.523,34.25,,
,NGC 1932,,OC,OPEN STAR CLUSTER,5.373,-66.15,,
,NGC 1933,,OC,OPEN STAR CLUSTER,5.37,-66.15,,
,NGC 1934,,C+N,OPEN STAR CLUSTER,5.363,-67.933,,
,NGC 1935,,C+N,OPEN STAR CLUSTER,5.365,-67.967,,
,NGC 1936,,C+N,OPEN STAR CLUSTER,5.368,-67.983,,
,NGC 1937,,C+N,OPEN STAR CLUSTER,5.372,-67.917,,
,NGC 1938,,OC,OPEN STAR CLUSTER,5.357,-69.917,,
,NGC 1939,,OC,OPEN STAR CLUSTER,5.357,-69.933,,
,NGC 194,12.1,Gx,GALAXY,0.655,3.033,,
,NGC 1940,,OC,OPEN STAR CLUSTER,5.377,-67.2,,
,NGC 1941,,Nb,REFLECTION NEBULA,5.385,-66.383,,
,NGC 1942,,OC,OPEN STAR CLUSTER,5.412,-63.933,,
,NGC 1943,12.0,C+N,OPEN STAR CLUSTER,5.378,-70.167,,
,NGC 1944,,OC,OPEN STAR CLUSTER,5.365,-72.5,,
,NGC 1945,,Nb,REFLECTION NEBULA,5.423,-66.35,,
,NGC 1946,,OC,OPEN STAR CLUSTER,5.418,-66.417,,
,NGC 1947,10.8,Gx,GALAXY,5.447,-63.767,,
,NGC 1948,,C+N,OPEN STAR CLUSTER,5.425,-66.25,,
,NGC 1949,,Nb,REFLECTION NEBULA,5.418,-68.483,,
,NGC 195,,Gx,GALAXY,0.66,-9.2,,
,NGC 1950,,OC,OPEN STAR CLUSTER,5.408,-69.95,,
,NGC 1951,10.0,OC,OPEN STAR CLUSTER,5.432,-66.6,,
,NGC 1952,8.4,Nb,REFLECTION NEBULA,5.575,22.017,,
,NGC 1953,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.423,-68.8,,
,NGC 1954,13.0,Gx,GALAXY,5.547,-14.067,,
,NGC 1955,9.0,C+N,OPEN STAR CLUSTER,5.435,-67.483,,
,NGC 1956,,Gx,GALAXY,5.328,-77.75,,
,NGC 1957,,Gx,GALAXY,5.548,-14.117,,
,NGC 1958,,OC,OPEN STAR CLUSTER,5.425,-69.833,,
,NGC 1959,,OC,OPEN STAR CLUSTER,5.43,-69.933,,
,NGC 196,14.0,Gx,GALAXY,0.655,0.9,,
,NGC 1960,6.0,OC,OPEN STAR CLUSTER,5.602,34.133,,
,NGC 1961,11.1,Gx,GALAXY,5.702,69.383,,
,NGC 1962,8.0,C+N,OPEN STAR CLUSTER,5.442,-68.783,,
,NGC 1963,,Gx,GALAXY,5.555,-36.417,,
,NGC 1964,10.8,Gx,GALAXY,5.557,-21.95,,
,NGC 1965,8.0,C+N,OPEN STAR CLUSTER,5.442,-68.783,,
,NGC 1966,,Nb,REFLECTION NEBULA,5.447,-68.817,,
,NGC 1967,,OC,OPEN STAR CLUSTER,5.442,-69.067,,
,NGC 1968,9.0,C+N,OPEN STAR CLUSTER,5.453,-67.433,,
,NGC 1969,,OC,OPEN STAR CLUSTER,5.442,-69.817,,
,NGC 197,15.0,Gx,GALAXY,0.657,0.883,,
,NGC 1970,8.0,C+N,OPEN STAR CLUSTER,5.442,-68.783,,
,NGC 1971,,OC,OPEN STAR CLUSTER,5.445,-69.85,,
,NGC 1972,,OC,OPEN STAR CLUSTER,5.445,-69.817,,
,NGC 1973,,Nb,REFLECTION NEBULA,5.585,-4.733,,
,NGC 1974,9.0,C+N,OPEN STAR CLUSTER,5.465,-67.4,,
,NGC 1975,,Nb,REFLECTION NEBULA,5.59,-4.683,,
,NGC 1976,4.0,Nb,REFLECTION NEBULA,5.59,-5.45,,
,NGC 1977,,Nb,REFLECTION NEBULA,5.592,-4.867,,
,NGC 1978,9.9,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.477,-66.233,,
,NGC 1979,13.0,Gx,GALAXY,5.563,-23.317,,
,NGC 198,12.8,Gx,GALAXY,0.657,2.8,,
,NGC 1980,,Nb,REFLECTION NEBULA,5.59,-5.9,,
,NGC 1981,4.6,OC,OPEN STAR CLUSTER,5.587,-4.433,,
,NGC 1982,9.0,Nb,REFLECTION NEBULA,5.593,-5.267,,
,NGC 1983,8.0,C+N,OPEN STAR CLUSTER,5.458,-68.95,,
,NGC 1984,,C+N,OPEN STAR CLUSTER,5.458,-69.1,,
,NGC 1985,,Nb,REFLECTION NEBULA,5.628,32.0,,
,NGC 1986,11.0,OC,OPEN STAR CLUSTER,5.458,-69.967,,
,NGC 1987,12.0,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.453,-70.767,,
,NGC 1988,,SS,STAR,5.625,21.233,,
,NGC 1989,,Gx,GALAXY,5.573,-30.8,,
,NGC 199,15.0,Gx,GALAXY,0.66,3.117,,
,NGC 1990,,Nb,REFLECTION NEBULA,5.603,-1.2,,
,NGC 1991,,-,UNIDENTIFIED,5.483,-67.433,,
,NGC 1992,15.0,Gx,GALAXY,5.575,-30.933,,
,NGC 1993,14.0,Gx,GALAXY,5.592,-17.817,,
,NGC 1994,,OC,OPEN STAR CLUSTER,5.47,-69.117,,
,NGC 1995,,DS,STAR,5.542,-48.7,,
,NGC 1996,,-,UNIDENTIFIED,5.637,25.817,,
,NGC 1997,,OC,OPEN STAR CLUSTER,5.508,-63.2,,
,NGC 1998,,Gx,GALAXY,5.555,-48.683,,
,NGC 1999,,Nb,REFLECTION NEBULA,5.608,-6.7,,
,NGC 2,15.0,Gx,GALAXY,0.122,27.683,,
,NGC 20,15.0,Gx,GALAXY,0.158,33.317,,
,NGC 200,14.0,Gx,GALAXY,0.66,2.883,,
,NGC 2000,,OC,OPEN STAR CLUSTER,5.457,-71.917,,
,NGC 2001,,C+N,OPEN STAR CLUSTER,5.485,-68.733,,
,NGC 2002,,OC,OPEN STAR CLUSTER,5.503,-66.867,,
,NGC 2003,,OC,OPEN STAR CLUSTER,5.512,-66.45,,
,NGC 2004,9.8,OC,OPEN STAR CLUSTER,5.51,-67.283,,
,NGC 2005,,OC,OPEN STAR CLUSTER,5.5,-69.733,,
,NGC 2006,,OC,OPEN STAR CLUSTER,5.52,-66.95,,
,NGC 2007,,Gx,GALAXY,5.583,-50.933,,
,NGC 2008,,Gx,GALAXY,5.585,-50.983,,
,NGC 2009,,OC,OPEN STAR CLUSTER,5.513,-69.15,,
,NGC 201,15.0,Gx,GALAXY,0.662,0.85,,
,NGC 2010,,OC,OPEN STAR CLUSTER,5.51,-70.817,,
,NGC 2011,9.0,C+N,OPEN STAR CLUSTER,5.535,-67.517,,
,NGC 2012,,Gx,GALAXY,5.377,-79.85,,
,NGC 2013,,-,UNIDENTIFIED,5.74,55.8,,
,NGC 2014,8.0,C+N,OPEN STAR CLUSTER,5.537,-67.667,,
,NGC 2015,,C+N,OPEN STAR CLUSTER,5.532,-69.217,,
,NGC 2016,,OC,OPEN STAR CLUSTER,5.525,-69.933,,
,NGC 2017,,-,UNIDENTIFIED,5.657,-17.85,,
,NGC 2018,,Nb,REFLECTION NEBULA,5.51,-71.067,,
